,x,y,ground_truth,mu_x,mu_y,sigma_x,sigma_y,certainty,prediction
30,2.0899125781958654,0.7420341426159008,1,0.0,0.0,2.0,1.0,0.5534649125267235,1
31,5.381681320637189,-1.216891155547885,2,6.0,0.0,1.0,1.0,0.5540044625095738,2
32,4.981250073436721,0.4580590965320442,2,6.0,0.0,1.0,1.0,0.554113036774856,1
33,2.634230596770729,0.24059066484032982,2,2.0,0.0,1.0,0.5,0.5563340463124654,2
34,0.8983341318239265,0.16716512778146042,1,0.0,0.0,2.0,1.0,0.5581541236524042,2
35,3.1833153322289895,0.05806199769467462,2,2.0,0.0,1.0,0.5,0.559473101161056,1
36,2.578778999551277,-0.26983818221710426,2,2.0,0.0,1.0,0.5,0.5612653316721413,2
37,3.1825086928507327,0.11579482215762284,2,2.0,0.0,1.0,0.5,0.5628450109821597,1
38,2.6761626410635437,-0.13200634291090568,2,2.0,0.0,1.0,0.5,0.5629187570117178,2
39,2.5975016641296986,-0.22978846651558824,2,2.0,0.0,1.0,0.5,0.5651836582617039,2
40,2.3777486792663094,0.7100822977920115,1,4.0,0.0,2.0,1.0,0.5667414254479828,1
41,5.441089547015774,0.975387442682672,1,4.0,0.0,2.0,1.0,0.5680737702285761,2
42,3.125804988884436,-0.27380822014167705,2,2.0,0.0,1.0,0.5,0.5689426875783227,1
43,2.6430233491945536,-0.13180260431697682,2,2.0,0.0,1.0,0.5,0.5695224319508704,2
44,1.217182820728683,0.38482079756944787,2,2.0,0.0,1.0,0.5,0.5697567304675268,2
45,1.552908259259038,-0.4816418886774162,1,0.0,0.0,2.0,1.0,0.570738346193399,2
46,2.462512270846279,0.6958813975033713,2,2.0,0.0,1.0,0.5,0.5717981268897546,1
47,2.6078167385757878,0.16467388222767904,2,2.0,0.0,1.0,0.5,0.5726804650411451,2
48,2.5465198896439385,0.23628241095497013,2,2.0,0.0,1.0,0.5,0.5732499899523302,2
49,5.4645809894580175,0.9677869444285084,1,4.0,0.0,2.0,1.0,0.5733681893876073,2
50,3.209653958443784,0.15721704944238524,2,2.0,0.0,1.0,0.5,0.574662691247023,1
51,0.931229607287646,-0.010123385859354362,2,2.0,0.0,1.0,0.5,0.5753215576279639,2
52,1.6663084076338657,-0.46768356235457287,2,2.0,0.0,1.0,0.5,0.5801537741378772,2
53,1.5158275401287562,0.43777591198377236,2,2.0,0.0,1.0,0.5,0.5833421535832056,2
54,1.1313714235255987,-0.2756758948718733,2,2.0,0.0,1.0,0.5,0.5836529720884842,2
55,1.0428027461456866,-0.1853924327479245,2,2.0,0.0,1.0,0.5,0.5841074251114513,2
56,5.515631140483359,-0.17654466961240284,2,6.0,0.0,1.0,1.0,0.5849905039384308,2
57,2.090039608875856,0.419414287754942,2,2.0,0.0,1.0,0.5,0.5858868595806528,2
58,1.041964392625421,-0.16827058183136417,2,2.0,0.0,1.0,0.5,0.586164064692258,2
59,0.5397373762881035,0.40881852192309015,2,2.0,0.0,1.0,0.5,0.5870721040043645,1
60,2.2161897938322905,-0.37588368179633047,1,4.0,0.0,2.0,1.0,0.5875546062953872,2
61,1.9622617513529794,-0.4359194964638039,2,2.0,0.0,1.0,0.5,0.5881170867136336,2
62,2.265890247845581,0.34760549577059674,2,2.0,0.0,1.0,0.5,0.5897036193748438,2
63,1.3980886655083415,-0.3825566378306701,2,2.0,0.0,1.0,0.5,0.5908161755498021,2
64,2.383583351262198,-0.2723679749751073,2,2.0,0.0,1.0,0.5,0.5919487937975263,2
65,2.1348834444638163,-0.8062131234481976,2,2.0,0.0,1.0,0.5,0.5933522513959069,1
66,5.5611987507498295,-0.5117426705777965,2,6.0,0.0,1.0,1.0,0.5941536894525663,2
67,2.5390604394414993,-0.03753795108585588,2,2.0,0.0,1.0,0.5,0.594320958199732,2
68,1.9042353109290033,0.41745502036074683,2,2.0,0.0,1.0,0.5,0.5959178428799962,2
69,2.3414846437095287,-0.2803764506420525,2,2.0,0.0,1.0,0.5,0.5959267641195263,2
70,3.2931379341950957,-0.14726595799006625,1,0.0,0.0,2.0,1.0,0.5976059664872694,1
71,5.588496844271236,0.5092041046367684,2,6.0,0.0,1.0,1.0,0.599563136034787,2
72,7.748553635372694,1.1255564273390564,1,4.0,0.0,2.0,1.0,0.6007963558561443,2
73,4.8336689410817595,0.6783342380377355,2,6.0,0.0,1.0,1.0,0.601248997901139,1
74,1.3321005353127862,0.30628387290518094,2,2.0,0.0,1.0,0.5,0.6033231420579661,2
75,1.4311907858563053,-0.3384719426427697,2,2.0,0.0,1.0,0.5,0.6051190923230405,2
76,1.1747191517150997,0.17459267982952495,2,2.0,0.0,1.0,0.5,0.6065526893839674,2
77,4.800352919916055,0.3382256843124722,2,6.0,0.0,1.0,1.0,0.6074266148625976,1
78,2.1199611119648973,-0.8325155011444397,2,2.0,0.0,1.0,0.5,0.6076603008592696,1
79,7.702889900450957,0.25218032420242703,2,6.0,0.0,1.0,1.0,0.6094487281218876,2
80,5.644828148007346,-1.603370478325565,1,4.0,0.0,2.0,1.0,0.6099432116092934,2
81,7.694737767872629,2.222418426642687,2,6.0,0.0,1.0,1.0,0.6109470542556052,2
82,1.3906915941343398,0.2966610064089566,2,2.0,0.0,1.0,0.5,0.6111289533587568,2
83,1.350581397829413,0.2636476203533352,2,2.0,0.0,1.0,0.5,0.6138979529155385,2
84,7.67728205330188,0.7728307995572516,2,6.0,0.0,1.0,1.0,0.6141087523525074,2
85,1.4933523445706107,0.3185914091510827,2,2.0,0.0,1.0,0.5,0.6143653495808236,2
86,2.300380532149348,0.1952532969931808,1,4.0,0.0,2.0,1.0,0.6154380110490146,2
87,5.6806836969234915,-0.6966474072697341,2,6.0,0.0,1.0,1.0,0.6166066736023194,2
88,1.7806945981464002,0.3482327490226599,2,2.0,0.0,1.0,0.5,0.6167224874570174,2
89,5.693208137300521,-0.863096752388039,1,4.0,0.0,2.0,1.0,0.6187442576633214,2
90,1.2202510325619589,-0.10152039668565721,2,2.0,0.0,1.0,0.5,0.6199230686132268,2
91,2.1693803948488943,0.847074155516748,2,2.0,0.0,1.0,0.5,0.6203956551499996,1
92,1.9500185012075244,-0.31674029819119626,2,2.0,0.0,1.0,0.5,0.6207660524979446,2
93,1.2198883360181179,-0.0781343422985026,2,2.0,0.0,1.0,0.5,0.6213598090618782,2
94,3.3894392316663335,0.1160834228909584,1,4.0,0.0,2.0,1.0,0.6223352418967052,1
95,5.718019452249274,0.8376643763786797,2,6.0,0.0,1.0,1.0,0.6230067697058523,2
96,4.773676997572348,0.9899091753773569,1,4.0,0.0,2.0,1.0,0.6237900606648336,1
97,1.6365211386715013,-0.30640215647460495,2,2.0,0.0,1.0,0.5,0.6240979787564283,2
98,5.7331792192806565,-1.9663357252769744,2,6.0,0.0,1.0,1.0,0.6254383619082037,2
99,7.611351631594928,-1.9297826814143402,2,6.0,0.0,1.0,1.0,0.62547802399642,2
100,1.2580024042767335,-0.08694989428233023,1,0.0,0.0,2.0,1.0,0.6256082909229548,2
101,1.0873195035155743,0.7925958251585133,2,2.0,0.0,1.0,0.5,0.6270694039791248,1
102,5.751799071983778,-0.8454157905045376,1,4.0,0.0,2.0,1.0,0.6285932196003811,2
103,5.754247271587283,0.2503637547802275,2,6.0,0.0,1.0,1.0,0.629147463624509,2
104,5.7599996685076515,0.9212014909180108,2,6.0,0.0,1.0,1.0,0.629897703197565,2
105,2.7830577573006887,-0.6958452079623221,2,2.0,0.0,1.0,0.5,0.6303691944432868,1
106,2.0364339557494064,0.241116272833649,2,2.0,0.0,1.0,0.5,0.6313944168819564,2
107,4.718253501364877,0.3306033564097904,2,6.0,0.0,1.0,1.0,0.6315034829708005,1
108,4.713502119841664,0.29434958018743496,2,2.0,0.0,1.0,0.5,0.6323890446488823,1
109,1.9828466408080747,0.2473110444900708,2,2.0,0.0,1.0,0.5,0.6331095100485907,2
110,1.485866150542957,0.2122240803234699,2,2.0,0.0,1.0,0.5,0.6337343700723023,2
111,2.245940029282568,0.04323123232645467,2,2.0,0.0,1.0,0.5,0.634151709177588,2
112,1.7566708723176918,0.2558023200940573,2,2.0,0.0,1.0,0.5,0.6362624175975738,2
113,1.5220121548856376,-0.1974431424810077,2,2.0,0.0,1.0,0.5,0.6380855523602847,2
114,5.824405643888786,0.583683522816275,1,4.0,0.0,2.0,1.0,0.6398720080873945,2
115,5.847792181712751,-1.0242253087263637,2,6.0,0.0,1.0,1.0,0.6431829107209864,2
116,1.8471453035256744,-0.19218202806350382,2,2.0,0.0,1.0,0.5,0.645618000334354,2
117,2.041980357710595,-0.903557226010085,2,2.0,0.0,1.0,0.5,0.6456369353969034,1
118,5.869365779707294,0.28171299937672534,2,6.0,0.0,1.0,1.0,0.646333296437052,2
119,5.8828140718505475,1.0275991415419998,2,6.0,0.0,1.0,1.0,0.6480599008537958,2
120,1.568291509192998,-0.12083779547147641,2,2.0,0.0,1.0,0.5,0.6488949987745696,2
121,1.7745742029718172,-0.166267094699363,2,2.0,0.0,1.0,0.5,0.6493249130453851,2
122,1.5564797860813901,0.9131442542472192,2,2.0,0.0,1.0,0.5,0.6495465661710887,1
123,2.019330603358599,0.0821163534361704,2,2.0,0.0,1.0,0.5,0.6500754502755242,2
124,5.915779955613115,0.41288016609122635,2,6.0,0.0,1.0,1.0,0.6525117361435423,2
125,5.923195273577741,-0.5036625007569541,2,6.0,0.0,1.0,1.0,0.6534508528969647,2
126,1.6209821439995848,-0.0802704756554608,2,2.0,0.0,1.0,0.5,0.6538181787591906,2
127,1.6001045155709646,0.024486885791677137,1,4.0,0.0,2.0,1.0,0.6550281786235788,2
128,1.6482914250188236,-0.0519656872394421,2,2.0,0.0,1.0,0.5,0.6559505520173504,2
129,1.8776333798433305,-0.04602696331424056,2,2.0,0.0,1.0,0.5,0.656911419899179,2
130,1.8147201308031717,0.017364811876786884,2,2.0,0.0,1.0,0.5,0.6584592136240689,2
131,5.984240478319272,-0.5971372483349852,2,6.0,0.0,1.0,1.0,0.6608787323180061,2
132,4.642865762178922,0.7813875090817265,2,6.0,0.0,1.0,1.0,0.6626269889648816,1
133,7.340150877721099,-2.1073667389059962,2,6.0,0.0,1.0,1.0,0.6630641387026632,2
134,4.662186975433391,1.749330555678193,1,4.0,0.0,2.0,1.0,0.6647016291261713,1
135,2.7335678572775723,-0.7857829597855762,2,2.0,0.0,1.0,0.5,0.6656506850476336,1
136,7.300297816916725,-1.427361925616784,1,4.0,0.0,2.0,1.0,0.6673971416776866,2
137,6.056367703602846,0.04126586993214373,2,6.0,0.0,1.0,1.0,0.6688014280711194,2
138,4.635369448860535,-1.1628080922175563,2,6.0,0.0,1.0,1.0,0.6710367142345064,1
139,7.229290994036447,0.1925286311771638,2,6.0,0.0,1.0,1.0,0.6743982678233251,2
140,6.123386106734239,2.849618695499785,2,6.0,0.0,1.0,1.0,0.6752112425160742,2
141,6.123650027022172,0.04139372455503101,2,6.0,0.0,1.0,1.0,0.6752948411385206,2
142,7.213651979487311,1.5812288746245942,2,6.0,0.0,1.0,1.0,0.6758175384066145,2
143,6.129807415735638,-0.5536998988967333,2,6.0,0.0,1.0,1.0,0.6758272089851441,2
144,7.208001968006519,-0.2314709128039983,2,6.0,0.0,1.0,1.0,0.6763205336442214,2
145,2.8150532096070946,-0.7883316688408201,1,0.0,0.0,2.0,1.0,0.6825107082068846,1
146,1.3782370583583532,0.952035215175489,2,2.0,0.0,1.0,0.5,0.6857336862369666,1
147,7.0560405252886875,-1.9162726625422968,2,6.0,0.0,1.0,1.0,0.6877430090239899,2
148,7.055015442174298,-0.7908153531089286,1,4.0,0.0,2.0,1.0,0.6878071951482175,2
149,4.503165473748219,0.3045901793181184,1,0.0,0.0,2.0,1.0,0.6887686239754864,1
150,0.07703384890096054,0.13134266659304125,2,2.0,0.0,1.0,0.5,0.6898055236899984,1
151,4.583790364964543,-1.6627516434060599,2,6.0,0.0,1.0,1.0,0.6911735749231881,1
152,6.3576267126476464,-0.7879599360478737,1,4.0,0.0,2.0,1.0,0.6917056133111092,2
153,6.9791258345119624,0.22088020379627848,2,6.0,0.0,1.0,1.0,0.6920320875205038,2
154,3.2758710722665993,-0.5809857977264542,2,2.0,0.0,1.0,0.5,0.6951077062937863,1
155,6.898980631016326,-0.3364671622260798,2,6.0,0.0,1.0,1.0,0.6954624612770388,2
156,6.45163245544151,-0.3943535724021432,2,6.0,0.0,1.0,1.0,0.6957315552430157,2
157,4.469822496223119,0.2840628110706803,1,0.0,0.0,2.0,1.0,0.6959837604863739,1
158,6.875295515122014,0.7675034921262017,2,6.0,0.0,1.0,1.0,0.6962752233273937,2
159,6.791617079309823,-0.17966658631560511,1,4.0,0.0,2.0,1.0,0.6984309581309204,2
160,6.788090378608668,0.9834588084253533,2,6.0,0.0,1.0,1.0,0.6984942815584785,2
161,6.785264802276483,0.5792778125551278,2,6.0,0.0,1.0,1.0,0.6985473793374988,2
162,6.762666934090977,0.5945263989355813,2,6.0,0.0,1.0,1.0,0.6989143377303958,2
163,6.750591231972856,-0.4978237211468279,2,6.0,0.0,1.0,1.0,0.6990776630145965,2
164,6.741457585432928,-0.04150480608590271,2,6.0,0.0,1.0,1.0,0.6991869713616575,2
165,6.604849085066881,1.0756631856806094,2,6.0,0.0,1.0,1.0,0.6992163366336513,2
166,6.676777114991067,-0.13661016387239294,2,6.0,0.0,1.0,1.0,0.6995723460986305,2
167,2.659020255756084,0.8788942900865044,1,4.0,0.0,2.0,1.0,0.7022467450864364,1
168,4.508165817938976,-0.7922025004019823,2,6.0,0.0,1.0,1.0,0.7035632221984532,1
169,3.1928904218029444,-0.6588531931029307,1,0.0,0.0,2.0,1.0,0.704807254621035,1
170,3.6625276019929487,0.26128979842864786,2,2.0,0.0,1.0,0.5,0.7064493908401402,1
171,4.443641985536967,-0.4620268247574467,2,6.0,0.0,1.0,1.0,0.7081413458403973,1
172,1.2644647112863807,-0.9799824631185952,1,0.0,0.0,2.0,1.0,0.7135009725231004,1
173,4.315595816930961,0.17434803378641744,2,6.0,0.0,1.0,1.0,0.7220628458769199,1
174,2.505839825742013,-0.9571584299907233,2,2.0,0.0,1.0,0.5,0.7234586709999752,1
175,1.6199899684362449,1.0355222114767222,1,0.0,0.0,2.0,1.0,0.7236945625288762,1
176,4.242302102445018,0.10520658528305675,2,2.0,0.0,1.0,0.5,0.7296585879867191,1
177,4.236186041972081,-0.2034974245635627,2,6.0,0.0,1.0,1.0,0.7332588556370966,1
178,4.1574060793344705,0.05692851269709415,1,4.0,0.0,2.0,1.0,0.735491381625589,1
179,2.8644326785330203,-0.8754338422665044,2,2.0,0.0,1.0,0.5,0.7355253504762701,1
180,4.339388832461577,-0.6415089044167981,2,6.0,0.0,1.0,1.0,0.7408031279403783,1
181,2.9675731021855825,0.8530183936258341,2,2.0,0.0,1.0,0.5,0.7431699679768082,1
182,3.982480886473131,0.2335271064175862,2,6.0,0.0,1.0,1.0,0.7438058435175954,1
183,3.6252585414987752,0.5108641737416112,2,2.0,0.0,1.0,0.5,0.7463183905936989,1
184,4.034872423275321,-0.2714529753987226,2,2.0,0.0,1.0,0.5,0.7478526181135929,1
185,2.305736145573304,-1.043897207211967,1,4.0,0.0,2.0,1.0,0.7514486514558847,1
186,3.801342204590567,-0.43961085409596695,2,2.0,0.0,1.0,0.5,0.7554426892827077,1
187,-0.12799964506199535,-0.1444275528282843,2,2.0,0.0,1.0,0.5,0.7627330337662762,1
188,4.317463249338027,1.2916065322445336,2,6.0,0.0,1.0,1.0,0.7736419527942725,1
189,4.181421728898108,-0.6886105879795459,2,2.0,0.0,1.0,0.5,0.7748821617998048,1
190,4.3259995493290715,1.9770179734751898,2,6.0,0.0,1.0,1.0,0.7760570207237645,1
191,3.589628569696077,0.6645235482466714,2,2.0,0.0,1.0,0.5,0.7798887473258119,1
192,3.689342709449979,-0.6428681242917758,1,4.0,0.0,2.0,1.0,0.7854790728702046,1
193,3.633624810253091,-0.6761100265583261,2,2.0,0.0,1.0,0.5,0.787999122432874,1
194,0.3984903702048448,0.8299355533077739,1,0.0,0.0,2.0,1.0,0.7887781483532805,1
195,3.9731829387695825,0.6213634599502932,1,4.0,0.0,2.0,1.0,0.7892497680018189,1
196,1.6706699590231167,1.1691894072802427,2,2.0,0.0,1.0,0.5,0.8018843139521957,1
197,0.5086118157181665,0.9205066921034986,2,2.0,0.0,1.0,0.5,0.8039029596164613,1
198,3.4600045606156042,0.8100383649461286,2,2.0,0.0,1.0,0.5,0.8060021487993293,1
199,-0.16569550852966364,-0.41162586207502055,2,2.0,0.0,1.0,0.5,0.8117784404646833,1
200,4.198657341733591,1.6817166096749065,1,4.0,0.0,2.0,1.0,0.8130522034027732,1
201,-0.33310817930819986,-0.005675544972714024,1,0.0,0.0,2.0,1.0,0.8232747477061185,1
202,-0.2875357284398241,-0.30913506128005336,2,2.0,0.0,1.0,0.5,0.8305174811220224,1
203,-0.3603631011764546,0.09667586613376206,1,0.0,0.0,2.0,1.0,0.8332726662855764,1
204,0.014497971170916658,-0.7152977706597334,1,0.0,0.0,2.0,1.0,0.8385364232399973,1
205,2.906417573614182,-1.08525776679865,1,4.0,0.0,2.0,1.0,0.8394255540060347,1
206,-0.3701520842583886,-0.22506373079420514,1,0.0,0.0,2.0,1.0,0.844402991298183,1
207,1.5535350165589903,-1.260233047441261,1,4.0,0.0,2.0,1.0,0.8518157146506716,1
208,-0.5309727365520706,-0.0818895842523649,1,0.0,0.0,2.0,1.0,0.8779205378740494,1
209,3.7616317091487086,-1.136984786218298,1,4.0,0.0,2.0,1.0,0.8785001140214473,1
210,3.3261780492803803,-1.2074245605026475,1,0.0,0.0,2.0,1.0,0.9061971004813892,1
211,3.5632296711875897,1.2821652503173797,1,4.0,0.0,2.0,1.0,0.9123432622277444,1
212,0.3590607061168538,-1.1686571115806572,1,4.0,0.0,2.0,1.0,0.9158800677403439,1
213,3.240308700347596,-1.3166940448702642,1,4.0,0.0,2.0,1.0,0.9270614017164851,1
214,-0.9478862982261816,-0.33037936121416817,1,0.0,0.0,2.0,1.0,0.958247665190799,1
215,3.110449513883259,-1.569248085505976,1,4.0,0.0,2.0,1.0,0.9625010469014754,1
216,2.0123448171639007,-1.6170343905260671,1,4.0,0.0,2.0,1.0,0.9636706437973349,1
217,10.088121958713533,-1.3008062206250908,1,4.0,0.0,2.0,1.0,0.9718325991015793,1
218,-1.2555565224289893,-0.2174964731813848,1,0.0,0.0,2.0,1.0,0.9797464691267116,1
219,-0.17107143669433078,1.3524055168115252,1,0.0,0.0,2.0,1.0,0.9813153183123501,1
220,-1.435281820718548,0.13678458282310305,1,0.0,0.0,2.0,1.0,0.9874115687731525,1
221,-1.49143590200233,0.14720557590511515,1,0.0,0.0,2.0,1.0,0.9894038063191395,1
222,-0.7394274128149093,-1.2398644060215789,1,0.0,0.0,2.0,1.0,0.9914498235922331,1
223,-0.5879394664984439,-1.4018094428257832,1,4.0,0.0,2.0,1.0,0.9935617179811097,1
224,-1.600241165973579,-0.5922965910449283,1,0.0,0.0,2.0,1.0,0.9953524752807626,1
225,-0.7979170070001593,1.4647854895895909,1,0.0,0.0,2.0,1.0,0.9970070034552355,1
226,-1.8033176386352583,0.47191088056783215,1,0.0,0.0,2.0,1.0,0.9970650254877411,1
227,-1.975195227663362,0.09193233884444015,1,0.0,0.0,2.0,1.0,0.9977299204644995,1
228,-1.0254063276063634,-1.48498886538578,1,0.0,0.0,2.0,1.0,0.9984702683097907,1
229,-1.0933891841992711,1.494045810273578,1,0.0,0.0,2.0,1.0,0.9987760499701656,1
230,-2.1580343394161723,0.2363114891375211,1,0.0,0.0,2.0,1.0,0.9988855807947871,1
231,0.29081224082522406,2.1122227148006165,1,4.0,0.0,2.0,1.0,0.9991992120070905,1
232,-0.5195162418282647,1.8790520345474944,1,0.0,0.0,2.0,1.0,0.9992785760452868,1
233,-0.3626210162465173,-2.0242246969131843,1,0.0,0.0,2.0,1.0,0.9995676740714337,1
234,-2.1699936469250334,1.317233995020387,1,0.0,0.0,2.0,1.0,0.9999139143371841,1
235,-2.755755158049647,-1.0347308321212332,1,0.0,0.0,2.0,1.0,0.9999750924548628,1
236,-3.3212215124764772,0.7172432041302409,1,0.0,0.0,2.0,1.0,0.9999948493909504,1
237,-3.4292328202629165,-0.9201908655449944,1,0.0,0.0,2.0,1.0,0.9999980797797233,1
238,-4.158145915862826,1.1374311002456192,1,0.0,0.0,2.0,1.0,0.9999999711083958,1
239,-4.839239813067194,0.6067203000199322,1,0.0,0.0,2.0,1.0,0.9999999970126048,1
